Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA
FARMACIA NUOVA ARRIGHI,"Via della Magliana, 134",00146,Roma,Roma (RM),Lazio,F/9649,15891191007
LAFARMACIA.SANCAMILLO,"Largo S.Vincenzo de Paoli, 5",00152,Roma,Roma (RM),Lazio,F/9652,15891191007
FARMACIA NUOVA LAVINIUM SNC di ALBERTAZZI PAOLA e C.,"Via Alcide de Gasperi, 2",00071,Pomezia,Roma (RM),Lazio,F/10007,17764901009
FARMACIA VILLA BORGHESE S.N.C. DI BAGNARELLI MARTA & MICHELA,"Via G. Pacini, 15",00198,Roma,Roma (RM),Lazio,F/9116,17566321000
FARMACIA SCANDELLARI & C. S.A.S.,"Piazza Mazzini, 13",00048,Nettuno,Roma (RM),Lazio,F/9992,16780351009
ANTICA FARMACIA SANTA LUCIA SRL,"Piazza SAN LORENZO IN LUCINA, 27",00186,Roma,Roma (RM),Lazio,F/9092,13931701000
ANTICA FARMACIA SANTA LUCIA SRL,"Via DI CAPO LE CASE, 47",00187,Roma,Roma (RM),Lazio,F/9095,13931701000
ANTICA FARMACIA SANTA LUCIA SRL,"Via GIULIA, 129",00186,Roma,Roma (RM),Lazio,F/9142,13931701000
Farmacia Don Gnocchi Srl,"Largo Beata Teresa Verzeri 26/27, 26",00166,Roma,Roma (RM),Lazio,F/19902,14319351004
ROTONDO RAFFAELLA,"Via Tommaso Salvini, 47-49",00197,Roma,Roma (RM),Lazio,F/9280,17461471009
FARMACIA BARDANZELLU EREDI DOTT. FATTORI,"Viale BARDANZELLU, 75",00155,Roma,Roma (RM),Lazio,F/9357,17704641004
Farmacia Villa Muti,"Via Via Francesco Marini, 1",00044,Frascati,Roma (RM),Lazio,F/10038,02878092592
FARMACIA SALVATORE VACCARELLA SRL,"Largo LUCIO APULEIO, 11/B",00136,Roma,Roma (RM),Lazio,F/9776,12301201005
Farmacia Europa S.n.c del dottor Francesco Scotto Opipari e C.,"Piazza Don Luigi Sturzo, 7",00047,Marino,Roma (RM),Lazio,F/19560,14306771008
farmacia Villa Narducci srl,"Via via Lorenzo il Magnifico, 116A",00162,Roma,Roma (RM),Lazio,F/9206,17380331003
Martelli Alessio,"Lungotevere di Pietra Papa, 145",00146,Roma,Roma (RM),Lazio,F/9614,17267761009
giampaolo vita,"Via flaminia, 719",00191,Roma,Roma (RM),Lazio,F/9778,17253151009
Forte Boccea,"Via di Boccea, 254",00167,Roma,Roma (RM),Lazio,F/9669,15041941004
MEDICAMENTA FARMA S.R.L.,"Via Trionfale, 8291",00135,Roma,Roma (RM),Lazio,F/9774,15041941004
EREDI DELLA DOTT.SSA REALDON ANNA MARIA SDF,"Via Tuscolana, 1044-1046",00174,Roma,Roma (RM),Lazio,F/9290,17955891001
Multiservizi Caerite Spa - Comunale N.4,"Piazza N. Pagliuca, 3",00052,Cerveteri,Roma (RM),Lazio,F/17329,07105121003
MULTISERVIZI CAERITE SPA - COMUNALE N.5,"Via Settevene Paolo, 81E/F",00052,Cerveteri,Roma (RM),Lazio,F/18278,07105121003
Multiservizi Caerite S.p.A. Comunale n.6,"Via Fontana Morella, 84",00052,Cerveteri,Roma (RM),Lazio,F/21126,07105121003
MULTISERVIZI CAERITE SPA - COMUNALE N.1,"Piazza Risorgimento, 21",00052,Cerveteri,Roma (RM),Lazio,F/9789,07105121003
MULTISERVIZI CAERITE SPA - COMUNALE N.2,"Via Oriolo Romano, 1/B",00052,Cerveteri,Roma (RM),Lazio,F/9807,07105121003
MULTISERVIZI CAERITE SPA - COMUNALE N.3,"Via Prato del Cavaliere, 4",00052,Cerveteri,Roma (RM),Lazio,F/9824,07105121003
M.&T. FARMACIA DEI CONSOLI DI TORRICIANI MARIA PALMA E C. SAS,"Piazza dei Consoli, 15",00175,Roma,Roma (RM),Lazio,F/9302,10395761009
Farmacia Aldo Bozzi srl,"Via luigi gigliotti, 38",00156,Roma,Roma (RM),Lazio,F/21159,15867911008
"Farmacia Colle Del Sole Delle Dottoresse Rosa Carmela Rizzo, Sabrina Scarmozzino E Rosalba Bloise S.n.c.","Via Macomer, 13",00132,Roma,Roma (RM),Lazio,F/19709,14272871006
Farmacia Pratone,"Via Renato Castellani, 22",00046,Grottaferrata,Roma (RM),Lazio,F/20818,16020341000
FARMACIE EMISTRA S.R.L.,"Via DI ACQUA BULLICANTE, 68-70-72",00177,Roma,Roma (RM),Lazio,F/9487,17549221004
Farmacia Tor San Lorenzo,"Viale San Lorenzo, 5",00040,Ardea,Roma (RM),Lazio,F/18228,11498301008
TROMBETTA SNC,"Via Leonardo Da Vinci, 153-155-157",00145,Roma,Roma (RM),Lazio,F/9413,11206031004
Farmacia Comunale Apm 5,"Viale Bruno Buozzi, 58",00015,Monterotondo,Roma (RM),Lazio,F/17943,05843451005
Farmacia Comunale Apm 2,"Via Goffredo Mameli, 15/b",00015,Monterotondo,Roma (RM),Lazio,F/9842,05843451005
Farmacia Comunale Apm 1,"Via Adige, 36",00015,Monterotondo,Roma (RM),Lazio,F/9852,05843451005
Farmacia Comunale Apm 3,"Via Turati, 133-135",00015,Monterotondo,Roma (RM),Lazio,F/9882,05843451005
Farmacia Comunale Apm N.4,"Piazza S. Maria Delle Grazie, 5",00015,Monterotondo,Roma (RM),Lazio,F/9915,05843451005
MATTERA ADELE,"Via Macinghi Strozzi, 7",00145,Roma,Roma (RM),Lazio,F/9507,17261901007
FARMACIA FONTE NUOVA DOTT.SSA ANNAMARIA PALERMO,"Via Via Nomentana, 615-617",00013,Fonte nuova,Roma (RM),Lazio,F/18283,16745021002
FARMACIA MRC ARTENA COMUNALE,"Via TORRETTA, 1",00031,Artena,Roma (RM),Lazio,F/18443,01740210701
FARMACIA MRC CASTELLI ROMANI Comunale Monte Compatri,"Via TUSCOLANA, KM 26.700",00077,Montecompatri,Roma (RM),Lazio,F/20885,01740210701
Farmacia MRC Fleming,"Via Fleming, 20",00031,Artena,Roma (RM),Lazio,F/9867,01740210701
FARMACIA LE MAGNOLIE DELLA DOTTORESSA TOTO ANGELA & FIGLI S.N.C.,"Via Cassia (ingresso da via V. piccinini), 1277C",00135,Roma,Roma (RM),Lazio,F/20393,15005961006
DISPENSARIO LIDO DEI PINI,"Via Ardeatina, 654",00040,Anzio,Roma (RM),Lazio,F/18593,02791600584
FARFARELLI ENZO,"Via RE LATINO, 2",00042,Anzio,Roma (RM),Lazio,F/9985,02791600584
FARMACIA MAR ROSSO del DOTT. SANSONI CARMELO SAS,"Via Mar Rosso, 245",00122,Roma,Roma (RM),Lazio,F/9631,09876841009
FARMACIA VIMINALE SAS DEL DR. GIACINTO GRIECO,"Piazza DEL VIMINALE, 23",00184,Roma,Roma (RM),Lazio,F/9195,16954451007
FARMACIA TOTI S.R.L,"Via XXV APRILE, 21",00053,Civitavecchia,Roma (RM),Lazio,F/9814,07950431002
DE LONGIS ANNA,"Via CANDIA, 28",00192,Roma,Roma (RM),Lazio,F/9676,17110121005
Farmacia Indovina-Sclafani Srl,"Via Cina, 348",00144,Roma,Roma (RM),Lazio,F/21097,17076551005
SAN NICOLA SRL,"Via L'Aquila, 13",00176,Roma,Roma (RM),Lazio,F/9496,17335181008
SAN STANISLAO SRL,"Via Libia, 225-227",00199,Roma,Roma (RM),Lazio,F/9102,17335211003
SAN GABRIELE SRL,"Via Nomentana, 564-566",00141,Roma,Roma (RM),Lazio,F/9139,17335191007
Farmacia Fratelli Minardi di Emanuele Minardi e C. S.A.S,"Via Provinciale, 7",00020,Riofreddo,Roma (RM),Lazio,F/9921,17408321002
Farmacia Mandela delle dott.sse Giustiniana & Angela Di Cecco S.a.s.,"Piazza Nazionale, 9",00020,Mandela,Roma (RM),Lazio,F/9949,15945431003
Farmacia38 -Laurentina,"Via Paolo Buzzi, 64",00143,Roma,Roma (RM),Lazio,F/21099,17120631001
Pomezia Servizi Spa - Comunale 4,"Via Laurentina, 125",00040,Pomezia,Roma (RM),Lazio,F/10030,05275911005
POMEZIA SERVIZI SPA - COMUNALE 6,"Via Anchise, 51",00040,Pomezia,Roma (RM),Lazio,F/18851,05275911005
Farmacia n.7,"Via Del Commercio, 35",00071,Pomezia,Roma (RM),Lazio,F/21100,05275911005
POMEZIA SERVIZI SPA - COMUNALE 1,"Via Virgilio, 27",00040,Pomezia,Roma (RM),Lazio,F/9980,05275911005
Pomezia Servizi Spa - Comunale 2,"Viale Francia, 98",00040,Pomezia,Roma (RM),Lazio,F/9988,05275911005
Pomezia Servizi Spa - Comunale 3,"Via Varrone, 17",00040,Pomezia,Roma (RM),Lazio,F/9997,05275911005
GRUPPO FARMACIE IGEA SRL,"Via San Gallicano, 23",00153,Roma,Roma (RM),Lazio,F/9088,09849131009
GRUPPO FARMACIE IGEA SRL,"Via XX Settembre, 98/B",00187,Roma,Roma (RM),Lazio,F/9221,09849131009
GRUPPO FARMACIE IGEA SRL,"Largo Cervinia, 23",00135,Roma,Roma (RM),Lazio,F/9699,09849131009
FARMACIA ROCCA CENCIA SNC,"Via DI ROCCA CENCIA, 12,14,16,16A",00132,Roma,Roma (RM),Lazio,F/21085,17150281008
FARMACIA LONGARINA SNC DI D.SSA FRANCESCA VIDILI E D.SSA SIMONA PILLONI,"Via DI CASTEL FUSANO, 36A",00122,Roma,Roma (RM),Lazio,F/21086,16563571005
FARMAVENTITRE SRL,"Piazza Roma, 5",00020,Canterano,Roma (RM),Lazio,F/9912,16221841006
FARMACIA SCARFO' SOCIETA' A RESPONSABILITA' LIMITATA,"Via Casilina, 439/B",00176,Roma,Roma (RM),Lazio,F/9551,14997841003
DEI GIURECONSULTI SNC,"Via di Boccea, 43",00165,Roma,Roma (RM),Lazio,F/9738,04269101004
FARMACIA ISOLA TIBERINA,"Via DI PONTE QUATTRO CAPI, 38",00186,Roma,Roma (RM),Lazio,F/9085,17101801003
Farmacia IN S.N.C.,"Piazzale Cina, 60",00144,Roma,Roma (RM),Lazio,F/9525,05383951000
FARMACIA SQUARTI SAS DEL DR. FABRIZIO SQUARTI,"Via Casilina, 1218",00133,Roma,Roma (RM),Lazio,F/9340,16965051002
Farmacia Zenodoro SRL,"Largo Biante, 21",00124,Roma,Roma (RM),Lazio,F/21087,17266471006
FARMACIA CAPECCI DELLA DOTT.SSA GRAZIOLA SIMONA,"Via Tuscolana, 802",00174,Roma,Roma (RM),Lazio,F/9361,17395281003
GREGORIO VII DOTT.SSA CARPENTIERO CARMEN,"Via Gregorio VII, 154/a",00165,Roma,Roma (RM),Lazio,F/9726,17153241009
Comunale Genzano N. 3,"Via Emilia Romagna, 134",00045,Genzano di roma,Roma (RM),Lazio,F/10041,01038071005
FARMACIA COMUNALE N.2,"Largo Nicola Ottavio, SNC",00045,Genzano di roma,Roma (RM),Lazio,F/9955,01038071005
FARMACIA COMUNALE NR 1,"Via Palmiro Togliatti, 1",00045,Genzano di roma,Roma (RM),Lazio,F/9976,01038071005
FARMACIA CORSI SAS DELLA DR.SSA RITA CORSI & C.,"Via dei castelli romani, 2/I",00071,Pomezia,Roma (RM),Lazio,F/18239,14573471001
SANT'ANDREA SRL,"Largo Valtournanche, 12",00141,Roma,Roma (RM),Lazio,F/9105,17335201004
FARMACIA SELVA CANDIDA DELLE DOTTORESSE FARES ROSAMARIA E BOGLIOLO VALERIA,"Via REZZATO, 111",00166,Roma,Roma (RM),Lazio,F/21046,16842881001
"FARMACIA CORE - SOCIETA' IN NOME COLLETTIVO DEI DOTTORI CORE ALFO NSO, ANDREA E CRISTIANO","Viale Salvo D'Acquisto, 16",00049,Velletri,Roma (RM),Lazio,F/10011,17073381000
FARMACIA S.MONICA SAS DELLA DR.SSA MARIA CRISTINA MARGUATI,"Via Sebastiano Silvestri, 124-124/A",00045,Genzano di roma,Roma (RM),Lazio,F/10032,16964591008
"Farmacia ""Giustiniano"" della dott.ssa Sandra Arrighi","Viale Giustiniano Imperatore, 167",00145,Roma,Roma (RM),Lazio,F/9508,09159841007
FARMACIA TUSCOLANA S.N.C.,"Via TUSCOLANA, 490",00181,Roma,Roma (RM),Lazio,F/9509,17003651001
Farmacie Flavia Servizi Srl N.3,"Via Bari, 72 Ang. Via Suor M.t. Spinelli",00055,Ladispoli,Roma (RM),Lazio,F/16773,07857381003
Farmacie Flavia Servizi Srl N.4,"Via Roma, 88/a",00055,Ladispoli,Roma (RM),Lazio,F/18553,07857381003
Farmacie Flavia Servizi Srl N.1,"Via Firenze, 44",00055,Ladispoli,Roma (RM),Lazio,F/9298,07857381003
Farmacie Flavia Servizi Srl N.2,"Viale Europa, 22",00055,Ladispoli,Roma (RM),Lazio,F/9372,07857381003
ED FARMA SAS DI CONTARINA VITTORIO & C.,"Via Casale di San Basilio, 205/207",00156,Roma,Roma (RM),Lazio,F/9396,16957481001
Farmacia Musti De Gennaro Sas della Dott.ssa Claudia Musti De Gennaro & C.,"Piazza Salvo D'Acquisto, 15",00054,Fiumicino,Roma (RM),Lazio,F/9662,15533381008
FARMACIA FORZA DI FRANCESCA ROMANA FORZA E ELENA FORZA SNC,"Via del Calice, 53",00178,Roma,Roma (RM),Lazio,F/9284,12050891006
FARMACIA SAN SILVESTRO DI MARIA TERESA GIANNICO E MATTEO SONNINO SOCIETA IN NOME COLLETTIVO,"Via DELLA MERCEDE, 41",00187,Roma,Roma (RM),Lazio,F/9241,05169181004
Farmacia D'Attilio SAS,"Via Oslavia, 66",00195,Roma,Roma (RM),Lazio,F/9727,17388831004
Farmacia Zelli Giulio S.r.l.,"Via Eurialo 35B - Via Enea 32 - Via Coriolano 24, 35B",00181,Roma,Roma (RM),Lazio,F/9519,14552661002
FARMACIE VERGATI SNC DI PAOLA E MARIA CRISTINA VERGATI & C.,"Via Aurelia, 505",00058,Santa marinella,Roma (RM),Lazio,F/9797,08763211003
FARMACIE VERGATI SNC DI PAOLA E MARIA CRISTINA VERGATI & C.,"Via Aurelia, 304",00058,Santa marinella,Roma (RM),Lazio,F/9819,08763211003
FARMACIA DI TULLIO DEL DOTT. DI TULLIO GIORGIO & C. SAS,"Via DEGLI OLMI, 65",00079,Rocca priora,Roma (RM),Lazio,F/10008,16801221009
Farmacia Comunale Buero,"Via Via Tuscolana Km 27800, snc",00079,Rocca priora,Roma (RM),Lazio,F/10037,16801221009
Farmacia Torrino,"Via Via Camillo Sabatini, 130",00144,Roma,Roma (RM),Lazio,F/9499,04450551009
FARMACIE ANGELINI S.R.L.,"Via OSTIENSE, 168",00154,Roma,Roma (RM),Lazio,F/9457,17150751000
Farmacia Vitillo Sas,"Via Anticoli Corrado, 46",00012,Guidonia montecelio,Roma (RM),Lazio,F/17983,16919691002
FARMACIA JUNGANO SNC DELLA DR.SSA MARIA VITA JUNGANO & C.,"Via DELLA PISANA, 116 M/N/ L /E",00163,Roma,Roma (RM),Lazio,F/9606,16963181009
Farmacia Calise Petracci srl,"Via Sofocle, 13",00125,Roma,Roma (RM),Lazio,F/9601,16974951002
DEI PROMONTORI SNC DR.SSA BREHERET ALESSANDRA E SIG LORENZO BREHERET,"Viale DEI PROMONTORI, 131-133",00122,Roma,Roma (RM),Lazio,F/9599,17100961006
SPAGNOLI SRL,"Via TORREVECCHIA, 212/A",00168,Roma,Roma (RM),Lazio,F/9684,14307371006
FARMACIA STRACUZZI SRL,"Viale Adriatico, 107",00141,Roma,Roma (RM),Lazio,F/9253,17371351002
FARMACIA D'AGOSTINO S.A.S. DEL DR. ANTONINO FRANCESCO D'AGOSTINO,"Piazza Manfredo Fanti, 35",00185,Roma,Roma (RM),Lazio,F/9126,09887061001
FARMACIA RIPOLI S.R.L.,"Via Fratelli Wright, 39 C/D",00043,Ciampino,Roma (RM),Lazio,F/10053,15541851000
Marcello srl,"Via salaria, 288/a",00199,Roma,Roma (RM),Lazio,F/9268,03904980616
VERBANO DI ANDREA IELMINI,"Piazza Verbano, 14",00199,Roma,Roma (RM),Lazio,F/9250,17004411009
FARMACIA MEXICO DELLE DOTTORESSE MARILENA ROMERO E NATALINA ROSSI,"Via Genova, 24 B",00055,Ladispoli,Roma (RM),Lazio,F/20292,14970721008
ANTICA FARMACIA SAN FRANCESCO SRL,"Viale Trastevere, 64/E",00153,Roma,Roma (RM),Lazio,F/9107,11961311005
FARMACIA BEDESCHI SAS,"Via P. Maffi, 130",00168,Roma,Roma (RM),Lazio,F/9691,16968681003
Farmacia Ragoni,"Via della Giuliana, 20",00195,Roma,Roma (RM),Lazio,F/9670,16461621001
FARMACIA TESTACCIO S.R.L.,"Piazza Testaccio, 8",00153,Roma,Roma (RM),Lazio,F/9127,17120431006
FARMACIA LIBIA DEL DOTTOR MARIO CATARINELLA SOCIETA' IN ACCOMANDI TA SEMPLICE,"Viale Libia, 114",00199,Roma,Roma (RM),Lazio,F/9204,17104311000
FARMACIA SAN GIACOMO S.N.C DI ANTONIO SACCHETTI,"Via del Corso, 496 - 498",00186,Roma,Roma (RM),Lazio,F/9089,10337271000
Farmacia La Salute s.r.l.,"Via Fontana Bracchi, 61",00034,Colleferro,Roma (RM),Lazio,F/9945,17258721004
APOLLO S.R.L.,"Largo E. Tomei, 1",00010,San gregorio da sassola,Roma (RM),Lazio,F/9857,01211440571
BETA DELLA DR.SSA BAVUSO MANUELA,"Via Val Trompia, 61/63",00141,Roma,Roma (RM),Lazio,F/9124,13513431000
LU.FER.FARMA-G.LUCIANI & C.SNC,"Via CASETTA MATTEI, 213",00148,Roma,Roma (RM),Lazio,F/9620,04365751009
Farmacia Santa Teresa di Lisieux SRL dei Dottori Delia e Peppino Palermo,"Via delle colonie, 62/62 a",00058,Santa marinella,Roma (RM),Lazio,F/19830,14440541002
Algima,"Via Enrico Ferri, 8",00173,Roma,Roma (RM),Lazio,F/20528,15020991004
FARMACIA RONCHI SRL,"Piazza RONCHI, 2",00177,Roma,Roma (RM),Lazio,F/9544,05879471000
FARMACIA PONTRELLI SAS,"Viale ALESSANDRINO, 387",00172,Roma,Roma (RM),Lazio,F/9360,16962041006
FARMACIA MUCELLI SNC DEL DR. SANSONI E C.,"Via PORTUENSE, 665",00149,Roma,Roma (RM),Lazio,F/9573,10089551005
FARMACIA PRENESTINA SAS DELLA DR.SSA BARBARA BETTI,"Via PRENESTINA, 414/L/M/N/O",00171,Roma,Roma (RM),Lazio,F/9399,17142811003
FARMACIA DELLA STAZIONE S.R.L.,"Via della Corona Australe, 18",00057,Fiumicino,Roma (RM),Lazio,F/19527,14220321005
COMUNALE CASTEL FUSANO INFERNETTO,"Via Torcegno, 45",00122,Roma,Roma (RM),Lazio,F/10003,05903241007
Farmacia Barcellona S.R.L.,"Via degli Albatri, 10",00169,Roma,Roma (RM),Lazio,F/9339,17236251009
FARMACAP - COMUNALE MONTECUCCO,"Piazza G. Mosca, 13",00148,Roma,Roma (RM),Lazio,F/10146,05903241007
COMUNALE CASALOTTI II,"Via Casalotti, 140/146",00166,Roma,Roma (RM),Lazio,F/10346,05903241007
COMUNALE PALMAROLA,"Via Casal del Marmo, 368-370",00135,Roma,Roma (RM),Lazio,F/10485,05903241007
Com.le Farmacap Bruno Pelizzi,"Viale Ronaldo Vignali, 66",00173,Roma,Roma (RM),Lazio,F/16477,05903241007
COM.LE FARMACAP PIETRO BEMBO,"Via di Torrevecchia, 555-557",00168,Roma,Roma (RM),Lazio,F/17224,05903241007
COMUNALE FARMACAP NUOVO DRAGONCELLO,"Via Ottone Fattiboni, 206",00126,Roma,Roma (RM),Lazio,F/17252,05903241007
Comunale Farmacap Borgata Fidene,"Viale G. Cervi, 14/30",00139,Roma,Roma (RM),Lazio,F/17253,05903241007
COMUNALE FARMACAP DIVISIONE TORINO,"Via Marino Ghetaldi, 24",00143,Roma,Roma (RM),Lazio,F/17257,05903241007
COMUNALE FARMACAP GASPERINA DR. NATALE ZADINI,"Via Gasperina, 232/236",00173,Roma,Roma (RM),Lazio,F/17258,05903241007
COMUNALE FARMACAP MARIO FANI,"Viale Cortina D'Ampezzo, 317",00135,Roma,Roma (RM),Lazio,F/17260,05903241007
FARMACAP - COMUNALE PRATO FIORITO - PONTE DI NONA,"Via Andria, 78/80",00132,Roma,Roma (RM),Lazio,F/17262,05903241007
COMUNALE FARMACAP LA CINQUINA,"Via di Tor San Giovanni, 167-169",00139,Roma,Roma (RM),Lazio,F/17269,05903241007
COMUNALE BORGHESIANA III,"Via Petralia Sottana, 55-57",00132,Roma,Roma (RM),Lazio,F/17314,05903241007
FARMACAP - COM.LE ANNUNZIATELLA II,"Via Giacomo Caneva, 15/17",00142,Roma,Roma (RM),Lazio,F/17322,05903241007
COMUNALE FARMACAP DELLE ANTILLE,"Via delle Canarie, 40-42-44 Ang. Via Baleari, 74",00121,Roma,Roma (RM),Lazio,F/17354,05903241007
FARMACAP - COM.LE PRIMAVERA,"Largo della Primavera, 16/C",00171,Roma,Roma (RM),Lazio,F/18115,05903241007
DISPENSARIO FARMACAP GREGNA S. ANDREA,"Via M.Migliarini, 49",00173,Roma,Roma (RM),Lazio,F/18143,05903241007
FARMACAP MESSI D'ORO,via Galbani 69/71,00156,Roma,Roma (RM),Lazio,F/18148,05903241007
Farmacap - Com.le Santa Maura,"Via Pietro Marchisio, 91-97",00173,Roma,Roma (RM),Lazio,F/18173,05903241007
Farmacap - Comunale Forte Tiburtino,"Via Diego Angeli, 59",00159,Roma,Roma (RM),Lazio,F/18357,05903241007
FARMACAP - COM.LE SELVA CANDIDA II,"Via Selva Candida, 12",00166,Roma,Roma (RM),Lazio,F/18477,05903241007
FARMACAP - COM.LE CASTEL PORZIANO,"Via Giuseppe Antonio Borgese, 5",00124,Roma,Roma (RM),Lazio,F/18870,05903241007
FARMACAP - COM.LE CAMOCELLI,"Via Casilina, 2023-2025",00132,Roma,Roma (RM),Lazio,F/18985,05903241007
FARMACAP - FARMACIA COMUNALE ENNIO FLAIANO,"Via Passo del Turchino, 8/10/12",00139,Roma,Roma (RM),Lazio,F/21120,05903241007
Farmacia Felia Roma RomaTre,"Viale Guglielmo Marconi, 640-642",00146,Roma,Roma (RM),Lazio,F/9467,01720570538
Farmacia Felia Ostia,"Viale Vasco De Gama, 137",00121,Roma,Roma (RM),Lazio,F/9629,01720570538
FARMACIA SANTA LUCIA DEL DOTT GUALANO ANTONIO & C. SOCIETA' IN ACCOMANDITA SEMPLICE DI GUALANO ANTONIO IN FORMA ABBREVIATA FARMACIA SANTA LUCIA DEL DOTT GUALANO ANTONIO & C. S.A.S. DI GUALANO ANTONIO,"Viale Roma, 49/51",00049,Velletri,Roma (RM),Lazio,F/10040,05819701003
DRMAX ITALIA SRL,"Via delle Zattere, 13,9/b,11,15,17",00121,Roma,Roma (RM),Lazio,F/19441,03664141201
Farmacia DrMax Valmontone Artena di DrMax Italia srl,"Via Artena, 66",00038,Valmontone,Roma (RM),Lazio,F/19816,03664141201
MALAGA,"Viale dell'Oceano Pacifico, 83",00144,Roma,Roma (RM),Lazio,F/21289,05903241007
COMUNALE PONTE VITTORIO,"Piazza Pasquale Paoli, 6",00186,Roma,Roma (RM),Lazio,F/9154,05903241007
COMUNALE CASTEL GIUBILEO,"Via Montappone, 46",00138,Roma,Roma (RM),Lazio,F/9319,05903241007
COMUNALE N.2 CECCHINA,"Via Gaspara Stampa, 71/73",00137,Roma,Roma (RM),Lazio,F/9325,05903241007
COMUNALE VIGNE NUOVE - TUFELLO,"Via Dina Galli, 7",00139,Roma,Roma (RM),Lazio,F/9354,05903241007
COMUNALE M.TE RESEGONE-VAL MELAINA,"Via C. Baseggio, 112-120",00139,Roma,Roma (RM),Lazio,F/9355,05903241007
FARMACAP - COMUNALE DELLE PALME,"Via delle Palme, 195 a",00171,Roma,Roma (RM),Lazio,F/9440,05903241007
FARMACAP - COMUNALE FERONIA,"Via del Peperino, 38",00158,Roma,Roma (RM),Lazio,F/9445,05903241007
FARMACAP - COMUNALE ERMANNO WOLF FERRARI,"Via Ermanno Wolf Ferrari, 242 E/F",00124,Roma,Roma (RM),Lazio,F/9460,05903241007
COMUNALE RUCCELAI - TOR SAPIENZA,"Via G. Morandi, 163",00155,Roma,Roma (RM),Lazio,F/9463,05903241007
COMUNALE GOTTIFREDI - COLLI ANIENE,"Via Edoardo D'Onofrio, 70",00155,Roma,Roma (RM),Lazio,F/9478,05903241007
COMUNALE BUTTARELLI TOR TRETESTE,"Via Lepetit, 207/209",00155,Roma,Roma (RM),Lazio,F/9479,05903241007
COMUNALE COLLE PRENESTINO,"Via Prenestina, 1206 A/B",00155,Roma,Roma (RM),Lazio,F/9594,05903241007
COMUNALE ARICCIA - COLLI ALBANI,"Via Sermoneta, 10",00177,Roma,Roma (RM),Lazio,F/9603,05903241007
COMUNALE GREGNA S. ANDREA,"Via San Giorgio Morgeto, 169-173",00173,Roma,Roma (RM),Lazio,F/9710,05903241007
COMUNALE CASILINO 23,"Via Ferraironi, 25",00172,Roma,Roma (RM),Lazio,F/9711,05903241007
COMUNALE TOR BELLA MONACA,"Via Castano, 23/25",00133,Roma,Roma (RM),Lazio,F/9717,05903241007
COMUNALE QUADRARO - CINECITTA' EST,"V.le A. Ciamarra, 66/68",00173,Roma,Roma (RM),Lazio,F/9722,05903241007
COMUNALE TORRACCIO TORRENOVA,"Via del Torraccio di Torrenova ,93",00133,Roma,Roma (RM),Lazio,F/9731,05903241007
COMUNALE POGGIO VERDE - CORVIALE,"Via dei Sampieri, 6 - Complesso IACP",00148,Roma,Roma (RM),Lazio,F/9823,05903241007
COMUNALE LAURENTINO,Via Ignazio Silone - II Ponte IACP,00143,Roma,Roma (RM),Lazio,F/9885,05903241007
Comunale Fonte Ostiense Ferratella,"Viale Cesare Pavese, 310",00144,Roma,Roma (RM),Lazio,F/9886,05903241007
FARMACAP - COMUNALE DRAGONCELLO,"Via Carlo Casini, 165",00126,Roma,Roma (RM),Lazio,F/9983,05903241007
FARMACIA CAERE VETUS SNC DI ANGELA PULIA E DANIELA FONTE,"Via CLAUDIA, 66/68",00055,Ladispoli,Roma (RM),Lazio,F/21269,18011381003
FABBRI DARIA,"Via Salaria, 1434",00138,Roma,Roma (RM),Lazio,F/9144,08865321007
Farmacia DrMax Roma Acqua,"Via di Acqua Bullicante, 202/C",00177,Roma,Roma (RM),Lazio,F/9552,03664141201
Farmacia Nettuno San Giacomo,"Via S. Giacomo, 39-41-43-45",00048,Nettuno,Roma (RM),Lazio,F/9998,03664141201
SANTA MARIA DELLA SCALA,"Piazza della Scala, 23",00153,Roma,Roma (RM),Lazio,F/9214,17533461004
ANTICA FARMACIA SAN GIOVANNI SRL,"Via Appia Nuova, 93-93A",00183,Roma,Roma (RM),Lazio,F/9439,17533461004
CEF LA FARMACIA ITALIANA - ROMA S.R.L.,"Via Via Torrevecchia, 851 ang. Via Tommaso Bernetti 1",00168,Roma,Roma (RM),Lazio,F/9758,17533461004
Lafarmacia.Pasquale S.r.l.,"Via San Giovanni, 26",00036,Palestrina,Roma (RM),Lazio,F/9883,13491781004
FARMACIA ESPOSITO SRL,"Via DI TRIGORIA, 96D",00128,Roma,Roma (RM),Lazio,F/9482,16906321001
FARMACIA SAN GIULIO SNC DI GIOVANNA STRAMPELLI E SERENA GUALTIERI,"Via DEL CASALE DI SAN BASILIO, 130/A",00156,Roma,Roma (RM),Lazio,F/20707,15496461003
FARMACIA RICCARDI SAS DI CHIARA RICCARDI & C.,"Via di Boccea, 184",00167,Roma,Roma (RM),Lazio,F/9713,15530931003
subrizi srl,"Piazza Borghese, 3 E Piazza Mercato 12",00078,Monte porzio catone,Roma (RM),Lazio,F/9965,08622631003
FARMACIA DEL CENTRO,"Via DELLA VITTORIA, 23",00036,Palestrina,Roma (RM),Lazio,F/9911,18156811004
Farmacia Talenti,"Via Renato Fucini, 70",00137,Roma,Roma (RM),Lazio,F/19379,05770240876
