Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
Farmacia Centrale Dr. Brugnatelli Edoardo S.A.S.,"Via Vittorio Emanuele, 55",20075,Colturano,Milano (MI),Lombardia,F/18029,10094750964,"Via Vittorio Emanuele, 55, 20075 Colturano, Italia"
Farmacia Centrale Dr. Brugnatelli Edoardo S.a.s.,Strada Provinciale 159,20060,Mediglia,Milano (MI),Lombardia,F/3228,10094750964,"Strada Provinciale 159, 20060 Mediglia, Italia"
SORRENTINO SRL,"Via Gramsci, 44",20032,Cormano,Milano (MI),Lombardia,F/3420,8848170968,"Via Gramsci, 44, 20032 Cormano, Italia"
FARMACIA ROVANI DI PIERLUIGI CUZZOCREA & C. SAS,"Via Rovani, 84",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3521,4024530968,"Via Rovani, 84, 20099 Sesto san giovanni, Italia"
FARMACIA RESTA S.R.L.,"Via DELLA RESISTENZA, 14/B",20073,Opera,Milano (MI),Lombardia,F/3320,6778670965,"Via DELLA RESISTENZA, 14/B, 20073 Opera, Italia"
FARMACIA PASSIRANA S.R.L.,"Via Giuseppe Casati, 7/c",20017,Rho,Milano (MI),Lombardia,F/20064,13811840969,"Via Giuseppe Casati, 7/c, 20017 Rho, Italia"
Farmacia San Giorgio S.R.L.,"Viale Viale Liguria, 14",20090,Pieve emanuele,Milano (MI),Lombardia,F/19722,9937070960,"Viale Viale Liguria, 14, 20090 Pieve emanuele, Italia"
MODERNA SRL,"Via Dante Alighieri, 143",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3419,13697450966,"Via Dante Alighieri, 143, 20099 Sesto san giovanni, Italia"
Lloyds Farmacia Largo Augusto,"Largo Augusto, 8",20122,Milano,Milano (MI),Lombardia,F/2845,3653681209,"Largo Augusto, 8, 20122 Milano, Italia"
Farmacia Comunale Sedriano,"Via DELLA FILANDA, 1",20018,Sedriano,Milano (MI),Lombardia,F/3121,3653681209,"Via DELLA FILANDA, 1, 20018 Sedriano, Italia"
FARMACIA SANSOVINO S.N.C. DELLA DOTT.SSA SANSONE FEDERICA & C.,"Via Sansovino, 1",20133,Milano,Milano (MI),Lombardia,F/3012,10124080960,"Via Sansovino, 1, 20133 Milano, Italia"
FARMACIA DELLA PIEVE S.A.S. DELLA DR.SSA BELLONI FEDERICA & C.,"Via ROMA, 20",20072,Pieve emanuele,Milano (MI),Lombardia,F/3243,13844200967,"Via ROMA, 20, 20072 Pieve emanuele, Italia"
NUOVA FARMACIA FATEBENEFRATELLI S.R.L.,"Piazzale PRINCIPESSA CLOTILDE, 1",20121,Milano,Milano (MI),Lombardia,F/2982,8965060968,"Piazzale PRINCIPESSA CLOTILDE, 1, 20121 Milano, Italia"
Farmagorà Sant'Anna Rozzano srl,"Viale Togliatti, 121",20089,Rozzano,Milano (MI),Lombardia,F/3327,4711350167,"Viale Togliatti, 121, 20089 Rozzano, Italia"
FARMACIA SALGARI SRL,"Via Caroncini Alberto, 6",20137,Milano,Milano (MI),Lombardia,F/2689,12094200966,"Via Caroncini Alberto, 6, 20137 Milano, Italia"
Farmacia Nuova Cesate,"Via Dei Mille, 3",20020,Cesate,Milano (MI),Lombardia,F/20618,11002640966,"Via Dei Mille, 3, 20020 Cesate, Italia"
FARMACIA S. ADELE S.R.L.,"Via Degli Alpini, 48/B",20090,Buccinasco,Milano (MI),Lombardia,F/3214,11652850964,"Via Degli Alpini, 48/B, 20090 Buccinasco, Italia"
"FARMACIA DALMAZIO DEI DOTTORI PAOLO AUGUSTO FRIGERIO, CESARE FANTONI GALBIATI & C. S.N.C.","Via Quattro Novembre, 8",20090,Cusago,Milano (MI),Lombardia,F/3073,12515120967,"Via Quattro Novembre, 8, 20090 Cusago, Italia"
FARMACIA SAN GIUSEPPE S.R.L.,"Stradaprovinciale Dei Giovi, 39",20082,Binasco,Milano (MI),Lombardia,F/20153,10347760968,"Stradaprovinciale Dei Giovi, 39, 20082 Binasco, Italia"
GAIA SERVIZI SRL FARMACIA COMUNALE N.3,"Via S. Bernardo, 5",20021,Bollate,Milano (MI),Lombardia,F/3041,5932530966,"Via S. Bernardo, 5, 20021 Bollate, Italia"
GAIA SERVIZI SRL - FARMACIA COMUNALE N.4,Via Martiri di Marzabotto,20021,Bollate,Milano (MI),Lombardia,F/3070,5932530966,"Via Martiri di Marzabotto, 20021 Bollate, Italia"
FARMACIA SERRA SAS DELLA DR.SSA TAVEGGIA PAOLA,"Viale Renato Serra, 52",20149,Milano,Milano (MI),Lombardia,F/2703,13862740969,"Viale Renato Serra, 52, 20149 Milano, Italia"
TOIETTA DOTTOR TOIETTA S.R.L.,"Piazza Indipendenza, 5",20015,Parabiago,Milano (MI),Lombardia,F/3218,13884410963,"Piazza Indipendenza, 5, 20015 Parabiago, Italia"
Coni Zugna Farma,"Viale Coni Zugna, 56",20144,Milano,Milano (MI),Lombardia,F/2950,10376470968,"Viale Coni Zugna, 56, 20144 Milano, Italia"
FARMACIA DEL RONDO',"Piazza Martiri di via Fani, 7",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3543,5506350965,"Piazza Martiri di via Fani, 7, 20099 Sesto san giovanni, Italia"
GAIA SERVIZI SRL - FARMACIA COMUNALE N.2,"Via Milano, 9",20021,Bollate,Milano (MI),Lombardia,F/3081,5932530966,"Via Milano, 9, 20021 Bollate, Italia"
GAIA SERVIZI SRL,"Via Leonardo Da Vinci, 23",20021,Bollate,Milano (MI),Lombardia,F/3086,5932530966,"Via Leonardo Da Vinci, 23, 20021 Bollate, Italia"
FARMACIA BORSARI S.A.S. DI BORSARI STEFANIA,"Via Pietro Metastasio, 3",20090,Trezzano sul naviglio,Milano (MI),Lombardia,F/3112,13857980968,"Via Pietro Metastasio, 3, 20090 Trezzano sul naviglio, Italia"
RIVOLTA FRANCESCA,"Via S. Bernardo, 21",20010,Mesero,Milano (MI),Lombardia,F/3064,11652780963,"Via S. Bernardo, 21, 20010 Mesero, Italia"
farmacia san giovanni,"Via Carso, 1",20085,Locate di triulzi,Milano (MI),Lombardia,F/3312,12993460968,"Via Carso, 1, 20085 Locate di triulzi, Italia"
Quadrifoglio Servizi Azienda Speciale Farmacia Comunale,"Via Varese, 2",20020,Arconate,Milano (MI),Lombardia,F/21123,12132350963,"Via Varese, 2, 20020 Arconate, Italia"
FARMACIA SANTA CHIARA SNC DOTTORI COLOMBO LEONI ALFREDO ANDREA MARIA E ANNA GIULIA MARIA,"Via Crescenzago, 36",20134,Milano,Milano (MI),Lombardia,F/2971,10921980966,"Via Crescenzago, 36, 20134 Milano, Italia"
Farmacia Imbriani,"Via Degli Imbriani, 35",20158,Milano,Milano (MI),Lombardia,F/2639,5937180965,"Via Degli Imbriani, 35, 20158 Milano, Italia"
FARMACIA DE MARCHI S.R.L.,"Via Emilio De Marchi, 10",20125,Milano,Milano (MI),Lombardia,F/2668,11844140969,"Via Emilio De Marchi, 10, 20125 Milano, Italia"
Farmacia San Francesco S.n.c.,"Via Torino, 25",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/19824,9954660966,"Via Torino, 25, 20063 Cernusco sul naviglio, Italia"
FARMACIA S. MATTEO SAS DELLA DR.SSA CASTAGNOLA LAURA ENRICA,"Via Civitali, 41",20148,Milano,Milano (MI),Lombardia,F/2871,13781710960,"Via Civitali, 41, 20148 Milano, Italia"
FARMACIA REPUBBLICA SRL,"Viale TUNISIA, 41",20124,Milano,Milano (MI),Lombardia,F/2931,13393680965,"Viale TUNISIA, 41, 20124 Milano, Italia"
FARMACIA STAZIONE SRL A SOCIO UNICO,"Piazza LIBERTA', 12",20017,Rho,Milano (MI),Lombardia,F/3149,13488560965,"Piazza LIBERTA', 12, 20017 Rho, Italia"
FARMACIA CARROBBIO SRL,"Via STAMPA, 14",20123,Milano,Milano (MI),Lombardia,F/2839,13459130962,"Via STAMPA, 14, 20123 Milano, Italia"
COMUNALE N.1,"Via Europa, 219",20017,Rho,Milano (MI),Lombardia,F/3050,11994300157,"Via Europa, 219, 20017 Rho, Italia"
COMUNALE N.2,"Piazza Chiesa, 20 A-B",20017,Rho,Milano (MI),Lombardia,F/3102,11994300157,"Piazza Chiesa, 20 A-B, 20017 Rho, Italia"
COMUNALE N. 3,Via Salvatore Di Giacomo c/o Supermercato Esselunga,20017,Rho,Milano (MI),Lombardia,F/3174,11994300157,"Via Salvatore Di Giacomo c/o Supermercato Esselunga, 20017 Rho, Italia"
FARMACIA CARNEVALE S.N.C. DI CARNEVALE BONINO ANDREA,"Via Raffaello Sanzio, 2/A",20149,Milano,Milano (MI),Lombardia,F/2964,13834540968,"Via Raffaello Sanzio, 2/A, 20149 Milano, Italia"
FARMACIA CENTRALE AMATO S.N.C. DELLA DOTT.SSA GIUSEPPINA AMATO,"Via Giuseppe Garibaldi, 3",20030,Senago,Milano (MI),Lombardia,F/3197,13648920968,"Via Giuseppe Garibaldi, 3, 20030 Senago, Italia"
FARMACIA SANTA BARBARA S.N.C. DI CAMPO RICCARDO & C.,"Via Alfonsine, 22",20097,San donato milanese,Milano (MI),Lombardia,F/3305,10563210961,"Via Alfonsine, 22, 20097 San donato milanese, Italia"
Santa Chiara SRL,"Via San Francesco, 8/A",20014,Nerviano,Milano (MI),Lombardia,F/17659,12993870968,"Via San Francesco, 8/A, 20014 Nerviano, Italia"
FARMACIA SCALABRINI SRL,"Largo Scalabrini, 6",20146,Milano,Milano (MI),Lombardia,F/2996,12684210961,"Largo Scalabrini, 6, 20146 Milano, Italia"
Farmacia Della Basilica Srl,"Via Roma, 48",20013,Magenta,Milano (MI),Lombardia,F/3205,12578230968,"Via Roma, 48, 20013 Magenta, Italia"
FARMACIA ALLA PORTA S.R.L.,"Via Vaina ang. Porta Romana, 2",20122,Milano,Milano (MI),Lombardia,F/2913,5353530966,"Via Vaina ang. Porta Romana, 2, 20122 Milano, Italia"
Farmacia Casone srl,"Via Silvio Jacini, 128",20010,Marcallo con casone,Milano (MI),Lombardia,F/21117,13378460961,"Via Silvio Jacini, 128, 20010 Marcallo con casone, Italia"
Farmacia Della Rotonda Dott. Stefanetti Giancarlo & C SAS,"Via Via Arconate, 49F",20038,Busto garolfo,Milano (MI),Lombardia,F/19662,13022840964,"Via Via Arconate, 49F, 20038 Busto garolfo, Italia"
FARMACIA SCIORTINO AEROPORTO LINATE SRL,"Salitasuperiore AEROPORTO DI LINATE, SNC",20054,Segrate,Milano (MI),Lombardia,F/3269,13209730962,"Salitasuperiore AEROPORTO DI LINATE, SNC, 20054 Segrate, Italia"
FARMACIA CANONICA S.N.C. DEL DOTT. PIERCARLO MANELLI,"Via LUIGI CANONICA, 32",20154,Milano,Milano (MI),Lombardia,F/3017,13228000967,"Via LUIGI CANONICA, 32, 20154 Milano, Italia"
Farmacia Rizzi S.R.L.,"Via Marchesi, 30",20065,Inzago,Milano (MI),Lombardia,F/3309,9903710961,"Via Marchesi, 30, 20065 Inzago, Italia"
Farmacia Al Borgo S.a.s. Dei Dottori Ruggeri Ezio E Pino Annalisa,"Piazza Della Costituzione, 3",20006,Pregnana milanese,Milano (MI),Lombardia,F/19620,9869380965,"Piazza Della Costituzione, 3, 20006 Pregnana milanese, Italia"
CADORNA SNC DR. TIEGHI GIORGIO & C.,"Piazzale Cadorna, 11",20123,Milano,Milano (MI),Lombardia,F/3011,3362610960,"Piazzale Cadorna, 11, 20123 Milano, Italia"
SEMPIONE S.R.L.,"Corso Sempione, 141",20025,Legnano,Milano (MI),Lombardia,F/3111,12937900962,"Corso Sempione, 141, 20025 Legnano, Italia"
GARAVANI CORSICO S.R.L.,"Via Copernico, 4",20094,Corsico,Milano (MI),Lombardia,F/3021,12283450968,"Via Copernico, 4, 20094 Corsico, Italia"
FARMAGORA' CERNUSCO S.N.2 SRL,"Piazza Risorgimento, 5",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/3247,7221160968,"Piazza Risorgimento, 5, 20063 Cernusco sul naviglio, Italia"
FARMACIA OLMETTO S.A.S. DEL DOTT. SELLE MARCO E C.,"Via Wittgens, 3",20123,Milano,Milano (MI),Lombardia,F/2828,12089440965,"Via Wittgens, 3, 20123 Milano, Italia"
Cassinetta,"Via A. Moro, 7/D",20081,Cassinetta di lugagnano,Milano (MI),Lombardia,F/3114,13225780967,"Via A. Moro, 7/D, 20081 Cassinetta di lugagnano, Italia"
FARMACIA EUROPA FARMACIE MANELLI S.N.C. DEL DOTT. PIERCARLO MANELLI,"Viale VIALE EUROPA, 36",20041,Bussero,Milano (MI),Lombardia,F/17664,9714660967,"Viale VIALE EUROPA, 36, 20041 Bussero, Italia"
FARMACIA CAMALDO DI NODARI CLAUDIO E CAMALDO ROSA MARIA S.N.C.,"Via luigi einaudi, 43",20044,Arese,Milano (MI),Lombardia,F/3134,5490470969,"Via luigi einaudi, 43, 20044 Arese, Italia"
FARMACIA FARINATTI S.N.C. DEI DOTTORI SILVIA E GIUSEPPE FARINATTI,"Via Pier Della Francesca, 3",20154,Milano,Milano (MI),Lombardia,F/2645,5438820960,"Via Pier Della Francesca, 3, 20154 Milano, Italia"
S. BARTOLOMEO sas di Giuliano Michelina & C,"Via S. Bartolomeo, 15",20023,Cerro maggiore,Milano (MI),Lombardia,F/3047,12690340968,"Via S. Bartolomeo, 15, 20023 Cerro maggiore, Italia"
COMUNALE N. 2,"Via Don Minzoni, 5/A",20094,Buccinasco,Milano (MI),Lombardia,F/19294,5463280965,"Via Don Minzoni, 5/A, 20094 Buccinasco, Italia"
COMUNALE N.1,"Via Marzabotto, 1",20090,Buccinasco,Milano (MI),Lombardia,F/3103,5463280965,"Via Marzabotto, 1, 20090 Buccinasco, Italia"
FARMACIA COMUNALE DI PESSANO CON BORNAGO FAR.COM. SRL,"Piazza Castello, 4",20060,Pessano con bornago,Milano (MI),Lombardia,F/17178,4146750965,"Piazza Castello, 4, 20060 Pessano con bornago, Italia"
FARMACIA COMUNALE DI ALBIGNANO FAR.COM SRL,"Via Calipari, snc",20060,Truccazzano,Milano (MI),Lombardia,F/17292,4146750965,"Via Calipari, snc, 20060 Truccazzano, Italia"
FARMACIA COMUNALE DI TRECELLA FAR.COM. SRL,"Via Stella, 5",20060,Pozzuolo martesana,Milano (MI),Lombardia,F/17667,4146750965,"Via Stella, 5, 20060 Pozzuolo martesana, Italia"
FARMACIA COMUNALE DI GESSATE FAR.COM. SRL,"Viale De Gasperi, 39/45",20060,Gessate,Milano (MI),Lombardia,F/18535,4146750965,"Viale De Gasperi, 39/45, 20060 Gessate, Italia"
FARMACIA COMUNALE DI POZZO D'ADDA FAR.COM. SRL,"Via Roma, 13",20060,Pozzo d'adda,Milano (MI),Lombardia,F/18688,4146750965,"Via Roma, 13, 20060 Pozzo d'adda, Italia"
FARMACIA COMUNALE DI CERRO AL LAMBRO FAR.COM. SRL,"Via G. Falcone, 2",20070,Cerro al lambro,Milano (MI),Lombardia,F/18925,4146750965,"Via G. Falcone, 2, 20070 Cerro al lambro, Italia"
FARMACIA COMUNALE DI VAPRIO D'ADDA FAR.COM. SRL,"Via San Nicolò, 15",20069,Vaprio d'adda,Milano (MI),Lombardia,F/19117,4146750965,"Via San Nicolò, 15, 20069 Vaprio d'adda, Italia"
FARMACIA COMUNALE DI PANTIGLIATE FAR.COM. SRL,"Via Risorgimento, 7/A",20090,Pantigliate,Milano (MI),Lombardia,F/19283,4146750965,"Via Risorgimento, 7/A, 20090 Pantigliate, Italia"
FARMACIA COMUNALE PAULLO FAR.COM. SRL,"Piazza FABRIZIO DE ANDRE, 11",20067,Paullo,Milano (MI),Lombardia,F/3245,4146750965,"Piazza FABRIZIO DE ANDRE, 11, 20067 Paullo, Italia"
COMUNALE,"Via Casanova, 6/10",20066,Melzo,Milano (MI),Lombardia,F/3260,4146750965,"Via Casanova, 6/10, 20066 Melzo, Italia"
FARMACIA COMUNALE DI VIZZOLO PREDABISSI FAR.COM. SRL,"Via Verdi, 9",20070,Vizzolo predabissi,Milano (MI),Lombardia,F/3265,4146750965,"Via Verdi, 9, 20070 Vizzolo predabissi, Italia"
FARMACIA COMUNALE N. 3 DI PIOLTELLO FAR.COM. SRL,"Via P. Nenni, 9",20096,Pioltello,Milano (MI),Lombardia,F/3291,4146750965,"Via P. Nenni, 9, 20096 Pioltello, Italia"
FARMACIA COMUNALE DI VIGNATE FAR.COM. SRL,"Via Monzese, 32",20060,Vignate,Milano (MI),Lombardia,F/3308,4146750965,"Via Monzese, 32, 20060 Vignate, Italia"
farmacia Concordia dr. Papa srl,"Corso Concordia, 16",20129,Milano,Milano (MI),Lombardia,F/2611,13257040967,"Corso Concordia, 16, 20129 Milano, Italia"
VERNATE,"Via Roma, 50",20080,Vernate,Milano (MI),Lombardia,F/3319,12680550964,"Via Roma, 50, 20080 Vernate, Italia"
Farmacia Plinio,"Via Plinio, 11",20129,Milano,Milano (MI),Lombardia,F/2631,12151280968,"Via Plinio, 11, 20129 Milano, Italia"
FARMACIA MARTINONI SNC DI VITTORIO E MARILISA MARTINONI,"Via Marconi, 1",20010,Buscate,Milano (MI),Lombardia,F/3066,5290340966,"Via Marconi, 1, 20010 Buscate, Italia"
Farmacia Bergognone SAS,"Via Bergognone, 31",20144,Milano,Milano (MI),Lombardia,F/3020,10209770964,"Via Bergognone, 31, 20144 Milano, Italia"
"FARMACIA MALPIGHI S.N.C. DI GUFFANTI GIAN PAOLO, CHIARA E GIORGIO","Via Malpighi, 12",20129,Milano,Milano (MI),Lombardia,F/2684,12867160967,"Via Malpighi, 12, 20129 Milano, Italia"
FARMACIA MOLINARI DR UMBERTO SRL,"Piazza S.Ambrogio, 19",20020,Vanzaghello,Milano (MI),Lombardia,F/3160,12995750960,"Piazza S.Ambrogio, 19, 20020 Vanzaghello, Italia"
FARMACIA FIORE SNC DELLE DR.SSE FIORE BARBARA E SIMONA,"Via Strigelli, 2",20135,Milano,Milano (MI),Lombardia,F/2650,7561670964,"Via Strigelli, 2, 20135 Milano, Italia"
FARMACIA BORGOLOMBARDO SNC DEL DOTTOR VIVIANI LINO & C,"Via LABRIOLA, 18",20098,San giuliano milanese,Milano (MI),Lombardia,F/3279,13273220965,"Via LABRIOLA, 18, 20098 San giuliano milanese, Italia"
FARMACIA MEAZZA S.N.C. DI RASTALDI CESARE E RASTALDI ELENA,"Via Matteotti, 10",20017,Rho,Milano (MI),Lombardia,F/3095,4217630963,"Via Matteotti, 10, 20017 Rho, Italia"
tripharma s.a.s. di manelli maria luisa & c.,"Via via guglielmo silva, 39",20149,Milano,Milano (MI),Lombardia,F/2696,12968820964,"Via via guglielmo silva, 39, 20149 Milano, Italia"
FARMACIA PORPORA SRL,"Via Porpora, 148",20131,Milano,Milano (MI),Lombardia,F/3010,9151920965,"Via Porpora, 148, 20131 Milano, Italia"
Farmacia Bertazzoni s.r.l.,"Via Via Dante Alighieri, 63",20081,Abbiategrasso,Milano (MI),Lombardia,F/19753,9918650962,"Via Via Dante Alighieri, 63, 20081 Abbiategrasso, Italia"
FARMACIA PELLEGRINI SRL,"Via FRATELLI CERVI, 8",20098,San giuliano milanese,Milano (MI),Lombardia,F/3252,12085250962,"Via FRATELLI CERVI, 8, 20098 San giuliano milanese, Italia"
AZIENDA FARMACIA MUNICIPALIZZATA,"Via Sardegna, 1",20020,Magnago,Milano (MI),Lombardia,F/3098,11673420151,"Via Sardegna, 1, 20020 Magnago, Italia"
FARMACIA COMUNALE 1,"Via VARESE, 44",20033,Solaro,Milano (MI),Lombardia,F/3046,2640870966,"Via VARESE, 44, 20033 Solaro, Italia"
COMUNALE N.2,"Corso Europa, 55",20033,Solaro,Milano (MI),Lombardia,F/3096,2640870966,"Corso Europa, 55, 20033 Solaro, Italia"
Sant'Elena srl,"Via Fratelli Zoia, 84",20153,Milano,Milano (MI),Lombardia,F/2755,13073430962,"Via Fratelli Zoia, 84, 20153 Milano, Italia"
Farmacia Sacco di Sacco Angela,"Via Guglielmo Marconi, 2",20033,Solaro,Milano (MI),Lombardia,F/21064,1287070070,"Via Guglielmo Marconi, 2, 20033 Solaro, Italia"
Farmacia San Rocco,"Piazza Ronco, 2",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/20336,10610780966,"Piazza Ronco, 2, 20063 Cernusco sul naviglio, Italia"
VERDERIO SRL,"Via Matteotti, 14",20027,Rescaldina,Milano (MI),Lombardia,F/3088,6514840963,"Via Matteotti, 14, 20027 Rescaldina, Italia"
FARMACIA IGEA S.R.L.,"Via Gustavo Modena, 25",20129,Milano,Milano (MI),Lombardia,F/2966,7980390962,"Via Gustavo Modena, 25, 20129 Milano, Italia"
FARMACIA UMANITARIA S.R.L.,"Via Achille Maiocchi, 14",20129,Milano,Milano (MI),Lombardia,F/2962,7980640960,"Via Achille Maiocchi, 14, 20129 Milano, Italia"
FARMACIA CAIROLI S.R.L.,"Via San Giovanni Sul Muro, 9",20121,Milano,Milano (MI),Lombardia,F/2624,9145070968,"Via San Giovanni Sul Muro, 9, 20121 Milano, Italia"
FARMACIA SENATO S.R.L.,"Via Senato, 2",20121,Milano,Milano (MI),Lombardia,F/2936,8801680961,"Via Senato, 2, 20121 Milano, Italia"
FARMACIA CANOSSA S.R.L.,"Corso Sempione, 67",20149,Milano,Milano (MI),Lombardia,F/2757,12021210963,"Corso Sempione, 67, 20149 Milano, Italia"
FARMACIA RAVIZZA S.R.L.,"Via Marghera, 18",20149,Milano,Milano (MI),Lombardia,F/2882,6578900968,"Via Marghera, 18, 20149 Milano, Italia"
ROMA SNC,"Via Piacenza, 24",20135,Milano,Milano (MI),Lombardia,F/2946,6700780965,"Via Piacenza, 24, 20135 Milano, Italia"
SAN GIUSEPPE,"Via Villa Pompea, 9",20051,Cassina de'pecchi,Milano (MI),Lombardia,F/3287,8249630966,"Via Villa Pompea, 9, 20051 Cassina de'pecchi, Italia"
MARIANI DI ROZZA MARIAGIOVANNA,"Via Roma, n. 1",20086,Motta visconti,Milano (MI),Lombardia,F/3195,10564950961,"Via Roma, n. 1, 20086 Motta visconti, Italia"
Gerardis,"Via Marchesina, 11",20090,Trezzano sul naviglio,Milano (MI),Lombardia,F/17957,4201010966,"Via Marchesina, 11, 20090 Trezzano sul naviglio, Italia"
TESTI S.A.S DEL DOTT. TESTI STEFANO & C.,"Via XXIV Maggio, 21",20032,Cormano,Milano (MI),Lombardia,F/3390,13248050968,"Via XXIV Maggio, 21, 20032 Cormano, Italia"
FARMACIA SAN LUIGI SRL,"Via Caduti Bollatesi, 32",20021,Bollate,Milano (MI),Lombardia,F/3146,8548480964,"Via Caduti Bollatesi, 32, 20021 Bollate, Italia"
Dispensario Farmacia S. Corinna Snc,,20082,Noviglio,Milano (MI),Lombardia,F/17666,8739960964,"nan, 20082 Noviglio, Italia"
S. CORINNA S.r.l.,"Via XXV aprile, 10",20082,Noviglio,Milano (MI),Lombardia,F/3274,8739960964,"Via XXV aprile, 10, 20082 Noviglio, Italia"
FARMACIA MARTESANA Srl,"Via Colombo, 41",20064,Gorgonzola,Milano (MI),Lombardia,F/3282,10703570159,"Via Colombo, 41, 20064 Gorgonzola, Italia"
FARMACIA SIVIGLIA S.R.L.,"Piazza roma, 3",20071,Zelo surrigone,Milano (MI),Lombardia,F/18562,11758230962,"Piazza roma, 3, 20071 Zelo surrigone, Italia"
FARMACIA LEGA LOMBARDA S.R.L.,"Viale Elvezia, 6",20154,Milano,Milano (MI),Lombardia,F/2963,12514310155,"Viale Elvezia, 6, 20154 Milano, Italia"
FARMACIA VALAPERTA DOTT. MARIO PIPIA,"Via Natale Perego, 7",20069,Vaprio d'adda,Milano (MI),Lombardia,F/3404,14085690965,"Via Natale Perego, 7, 20069 Vaprio d'adda, Italia"
HIPPO 80 FARMA SRL,"Via Stradella, 1",20129,Milano,Milano (MI),Lombardia,F/2870,11261800962,"Via Stradella, 1, 20129 Milano, Italia"
Abruzzi,"Via Plinio Caio Secondo, 46",20129,Milano,Milano (MI),Lombardia,F/2912,11261800962,"Via Plinio Caio Secondo, 46, 20129 Milano, Italia"
Farmacia Dr. Max Cesate Volturno,"Via Volturno, 96",20031,Cesate,Milano (MI),Lombardia,F/19666,3664141201,"Via Volturno, 96, 20031 Cesate, Italia"
LAFARMACIA.BONOLA SRL,"Via Ugo Betti, 159/B",20151,Milano,Milano (MI),Lombardia,F/2974,10425280962,"Via Ugo Betti, 159/B, 20151 Milano, Italia"
FARMACIA OGGIARO SRL,"Via Ungaretti, 12",20157,Milano,Milano (MI),Lombardia,F/2746,4720760968,"Via Ungaretti, 12, 20157 Milano, Italia"
FARMACIA DR MAX MILANO BAUSAN,"Piazza GIOVANNI BAUSAN, 3",20158,Milano,Milano (MI),Lombardia,F/2609,3664141201,"Piazza GIOVANNI BAUSAN, 3, 20158 Milano, Italia"
DR.MAX ITALIA SRL,"Piazza Insubria, 11",20137,Milano,Milano (MI),Lombardia,F/2756,3664141201,"Piazza Insubria, 11, 20137 Milano, Italia"
COMUNALE N.1,"Piazza Di Vona, 1",20065,Inzago,Milano (MI),Lombardia,F/3259,1314720556,"Piazza Di Vona, 1, 20065 Inzago, Italia"
Farmacia San Gaetano SAS di G. Ditto e C.,"Via Erba, 20",20037,Paderno dugnano,Milano (MI),Lombardia,F/20265,10423400968,"Via Erba, 20, 20037 Paderno dugnano, Italia"
FARMACIA CASTOLDI DEI DOTTORI NATALE E SANTILLI SRL,"Via Luigi Porro Lambertenghi, 25",20159,Milano,Milano (MI),Lombardia,F/17205,6197990960,"Via Luigi Porro Lambertenghi, 25, 20159 Milano, Italia"
Farmacia Madonna in Campagna S.r.l.,"Via Madonna in Campagna, 22",20021,Bollate,Milano (MI),Lombardia,F/20092,12665470964,"Via Madonna in Campagna, 22, 20021 Bollate, Italia"
Farmacia Della Roggia,"Viale Toscana, 17",20136,Milano,Milano (MI),Lombardia,F/2869,5632870878,"Viale Toscana, 17, 20136 Milano, Italia"
GESTIONI S. GIUSEPPE S.R.L.,"Via San Vittore, 12",20123,Milano,Milano (MI),Lombardia,F/2629,4638170961,"Via San Vittore, 12, 20123 Milano, Italia"
Farmacia Forze Armate,"Via Forze Armate, 212",20152,Milano,Milano (MI),Lombardia,F/2699,3706040361,"Via Forze Armate, 212, 20152 Milano, Italia"
COMUNALE N. 2,"Viale Liguria, scn",20089,Rozzano,Milano (MI),Lombardia,F/2787,10945260965,"Viale Liguria, scn, 20089 Rozzano, Italia"
COMUNALE N.4,"Piazza Enrico Berlinguer, scn",20089,Rozzano,Milano (MI),Lombardia,F/2814,10945260965,"Piazza Enrico Berlinguer, scn, 20089 Rozzano, Italia"
COMUNALE N.3,"Via Garofani, scn",20089,Rozzano,Milano (MI),Lombardia,F/3219,10945260965,"Via Garofani, scn, 20089 Rozzano, Italia"
Farmacia Viale Isonzo,"Viale Isonzo, 63",20089,Rozzano,Milano (MI),Lombardia,F/3231,10945260965,"Viale Isonzo, 63, 20089 Rozzano, Italia"
FARMACIA SFORZAS.A.S. DI GUARNIERI ANTONIO,"Via LODOVICO IL MORO, 163",20142,Milano,Milano (MI),Lombardia,F/2875,13794150964,"Via LODOVICO IL MORO, 163, 20142 Milano, Italia"
FARMACIA DE CARLI,"Piazza Trento e Trieste, 11",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3386,13879210964,"Piazza Trento e Trieste, 11, 20099 Sesto san giovanni, Italia"
Farmacia Pasubio Farma Acquisition Srl,"Via Pasubio, 6/8",20154,Milano,Milano (MI),Lombardia,F/2598,2489000998,"Via Pasubio, 6/8, 20154 Milano, Italia"
Farmacia Carlo Erba,"Piazza Duomo, 21",20121,Milano,Milano (MI),Lombardia,F/2681,2489000998,"Piazza Duomo, 21, 20121 Milano, Italia"
