Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
Farmacia Zelli Giulio S.r.l.,"Via Eurialo 35B - Via Enea 32 - Via Coriolano 24, 35B",181,Roma,Roma (RM),Lazio,F/9519,14552661002,"Via Eurialo 35B - Via Enea 32 - Via Coriolano 24, 35B, 00181 Roma, Italia"
Farmacia Torrino,"Via Via Camillo Sabatini, 130",144,Roma,Roma (RM),Lazio,F/9499,4450551009,"Via Via Camillo Sabatini, 130, 00144 Roma, Italia"
FARMACIE ANGELINI S.R.L.,"Via OSTIENSE, 168",154,Roma,Roma (RM),Lazio,F/9457,17150751000,"Via OSTIENSE, 168, 00154 Roma, Italia"
FARMACIA MAR ROSSO del DOTT. SANSONI CARMELO SAS,"Via Mar Rosso, 245",122,Roma,Roma (RM),Lazio,F/9631,9876841009,"Via Mar Rosso, 245, 00122 Roma, Italia"
FARMACIA VIMINALE SAS DEL DR. GIACINTO GRIECO,"Piazza DEL VIMINALE, 23",184,Roma,Roma (RM),Lazio,F/9195,16954451007,"Piazza DEL VIMINALE, 23, 00184 Roma, Italia"
DEI PROMONTORI SNC DR.SSA BREHERET ALESSANDRA E SIG LORENZO BREHERET,"Viale DEI PROMONTORI, 131-133",122,Roma,Roma (RM),Lazio,F/9599,17100961006,"Viale DEI PROMONTORI, 131-133, 00122 Roma, Italia"
SPAGNOLI SRL,"Via TORREVECCHIA, 212/A",168,Roma,Roma (RM),Lazio,F/9684,14307371006,"Via TORREVECCHIA, 212/A, 00168 Roma, Italia"
DE LONGIS ANNA,"Via CANDIA, 28",192,Roma,Roma (RM),Lazio,F/9676,17110121005,"Via CANDIA, 28, 00192 Roma, Italia"
FARMACIA STRACUZZI SRL,"Viale Adriatico, 107",141,Roma,Roma (RM),Lazio,F/9253,17371351002,"Viale Adriatico, 107, 00141 Roma, Italia"
FARMACIA D'AGOSTINO S.A.S. DEL DR. ANTONINO FRANCESCO D'AGOSTINO,"Piazza Manfredo Fanti, 35",185,Roma,Roma (RM),Lazio,F/9126,9887061001,"Piazza Manfredo Fanti, 35, 00185 Roma, Italia"
Marcello srl,"Via salaria, 288/a",199,Roma,Roma (RM),Lazio,F/9268,3904980616,"Via salaria, 288/a, 00199 Roma, Italia"
VERBANO DI ANDREA IELMINI,"Piazza Verbano, 14",199,Roma,Roma (RM),Lazio,F/9250,17004411009,"Piazza Verbano, 14, 00199 Roma, Italia"
ANTICA FARMACIA SAN FRANCESCO SRL,"Viale Trastevere, 64/E",153,Roma,Roma (RM),Lazio,F/9107,11961311005,"Viale Trastevere, 64/E, 00153 Roma, Italia"
FARMACIA BEDESCHI SAS,"Via P. Maffi, 130",168,Roma,Roma (RM),Lazio,F/9691,16968681003,"Via P. Maffi, 130, 00168 Roma, Italia"
Farmacia Ragoni,"Via della Giuliana, 20",195,Roma,Roma (RM),Lazio,F/9670,16461621001,"Via della Giuliana, 20, 00195 Roma, Italia"
FARMACIA TESTACCIO S.R.L.,"Piazza Testaccio, 8",153,Roma,Roma (RM),Lazio,F/9127,17120431006,"Piazza Testaccio, 8, 00153 Roma, Italia"
FARMACIA LIBIA DEL DOTTOR MARIO CATARINELLA SOCIETA' IN ACCOMANDI TA SEMPLICE,"Viale Libia, 114",199,Roma,Roma (RM),Lazio,F/9204,17104311000,"Viale Libia, 114, 00199 Roma, Italia"
BETA DELLA DR.SSA BAVUSO MANUELA,"Via Val Trompia, 61/63",141,Roma,Roma (RM),Lazio,F/9124,13513431000,"Via Val Trompia, 61/63, 00141 Roma, Italia"
LU.FER.FARMA-G.LUCIANI & C.SNC,"Via CASETTA MATTEI, 213",148,Roma,Roma (RM),Lazio,F/9620,4365751009,"Via CASETTA MATTEI, 213, 00148 Roma, Italia"
FARMACIA ROCCA CENCIA SNC,"Via DI ROCCA CENCIA, 12,14,16,16A",132,Roma,Roma (RM),Lazio,F/21085,17150281008,"Via DI ROCCA CENCIA, 12,14,16,16A, 00132 Roma, Italia"
FARMACIA LONGARINA SNC DI D.SSA FRANCESCA VIDILI E D.SSA SIMONA PILLONI,"Via DI CASTEL FUSANO, 36A",122,Roma,Roma (RM),Lazio,F/21086,16563571005,"Via DI CASTEL FUSANO, 36A, 00122 Roma, Italia"
Algima,"Via Enrico Ferri, 8",173,Roma,Roma (RM),Lazio,F/20528,15020991004,"Via Enrico Ferri, 8, 00173 Roma, Italia"
FARMACIA RONCHI SRL,"Piazza RONCHI, 2",177,Roma,Roma (RM),Lazio,F/9544,5879471000,"Piazza RONCHI, 2, 00177 Roma, Italia"
FARMACIA PONTRELLI SAS,"Viale ALESSANDRINO, 387",172,Roma,Roma (RM),Lazio,F/9360,16962041006,"Viale ALESSANDRINO, 387, 00172 Roma, Italia"
FARMACIA MUCELLI SNC DEL DR. SANSONI E C.,"Via PORTUENSE, 665",149,Roma,Roma (RM),Lazio,F/9573,10089551005,"Via PORTUENSE, 665, 00149 Roma, Italia"
FARMACIA PRENESTINA SAS DELLA DR.SSA BARBARA BETTI,"Via PRENESTINA, 414/L/M/N/O",171,Roma,Roma (RM),Lazio,F/9399,17142811003,"Via PRENESTINA, 414/L/M/N/O, 00171 Roma, Italia"
Farmacia Zenodoro SRL,"Largo Biante, 21",124,Roma,Roma (RM),Lazio,F/21087,17266471006,"Largo Biante, 21, 00124 Roma, Italia"
FARMACIA CAPECCI DELLA DOTT.SSA GRAZIOLA SIMONA,"Via Tuscolana, 802",174,Roma,Roma (RM),Lazio,F/9361,17395281003,"Via Tuscolana, 802, 00174 Roma, Italia"
GREGORIO VII DOTT.SSA CARPENTIERO CARMEN,"Via Gregorio VII, 154/a",165,Roma,Roma (RM),Lazio,F/9726,17153241009,"Via Gregorio VII, 154/a, 00165 Roma, Italia"
CASAL DEL MARMO,"Via GAVERINA, 10",166,Roma,Roma (RM),Lazio,F/2951,9939301009,"Via GAVERINA, 10, 00166 Roma, Italia"
"GIOVANNINI SNC DI ESLISABETTA, MARTA E PAOLO","Via Gaverina, 14",166,Roma,Roma (RM),Lazio,F/9117,9939301009,"Via Gaverina, 14, 00166 Roma, Italia"
FARMASANTENA823 S.R.L.,"Piazza Attilio Omodei Zorini, 83/21/22/23/24",166,Roma,Roma (RM),Lazio,F/19378,14038481009,"Piazza Attilio Omodei Zorini, 83/21/22/23/24, 00166 Roma, Italia"
Farmacia Felia Roma RomaTre,"Viale Guglielmo Marconi, 640-642",146,Roma,Roma (RM),Lazio,F/9467,1720570538,"Viale Guglielmo Marconi, 640-642, 00146 Roma, Italia"
Farmacia Felia Ostia,"Viale Vasco De Gama, 137",121,Roma,Roma (RM),Lazio,F/9629,1720570538,"Viale Vasco De Gama, 137, 00121 Roma, Italia"
DRMAX ITALIA SRL,"Via delle Zattere, 13,9/b,11,15,17",121,Roma,Roma (RM),Lazio,F/19441,3664141201,"Via delle Zattere, 13,9/b,11,15,17, 00121 Roma, Italia"
FARMACIA FATTORI S.A.S. DEL DOTT. GIUSEPPE FATTORI E C.,"Via Palmiro Togliatti, 1501",155,Roma,Roma (RM),Lazio,F/9289,18118281007,"Via Palmiro Togliatti, 1501, 00155 Roma, Italia"
FARMACIA I GRANAI S.R.L.,"Via Tazio Nuvolari, 305",142,Roma,Roma (RM),Lazio,F/19483,14098091003,"Via Tazio Nuvolari, 305, 00142 Roma, Italia"
Farmacia DrMax Roma Acqua,"Via di Acqua Bullicante, 202/C",177,Roma,Roma (RM),Lazio,F/9552,3664141201,"Via di Acqua Bullicante, 202/C, 00177 Roma, Italia"
FARMACIA RICCARDI SAS DI CHIARA RICCARDI & C.,"Via di Boccea, 184",167,Roma,Roma (RM),Lazio,F/9713,15530931003,"Via di Boccea, 184, 00167 Roma, Italia"
Farmacia Talenti,"Via Renato Fucini, 70",137,Roma,Roma (RM),Lazio,F/19379,5770240876,"Via Renato Fucini, 70, 00137 Roma, Italia"
FARMACIA PIRAMIDE,"Piazza di Porta San Paolo, 9,10,11",153,Roma,Roma (RM),Lazio,F/9240,5770240876,"Piazza di Porta San Paolo, 9,10,11, 00153 Roma, Italia"
Farmacia Turris Angeli SRL,"Via del Torraccio di Torrenova, 184/I",137,Roma,Roma (RM),Lazio,F/20749,15797061007,"Via del Torraccio di Torrenova, 184/I, 00137 Roma, Italia"
FARMA MK SRL,"Via DEL TRULLO, 154-156",148,Roma,Roma (RM),Lazio,F/9598,12949521004,"Via DEL TRULLO, 154-156, 00148 Roma, Italia"
FARMACIA SPADAZZI SAS DEL DR. ANDREA SPADAZZI & C.,"Piazzale di Ponte Milvio, 15",135,Roma,Roma (RM),Lazio,F/9752,4849871001,"Piazzale di Ponte Milvio, 15, 00135 Roma, Italia"
Farmacia Del Serafico Farma Acquisition S.r.l.,"Via Simone Martini, 34/36",142,Roma,Roma (RM),Lazio,F/9535,2489000998,"Via Simone Martini, 34/36, 00142 Roma, Italia"
Farma Acquisition srl Farmacia Dei Colli,"Piazzale E. Morelli, 23-24",151,Roma,Roma (RM),Lazio,F/9578,2489000998,"Piazzale E. Morelli, 23-24, 00151 Roma, Italia"
FarmaAcquisition srl Farmacia Conforti,"Largo Nella Mortara, 8",168,Roma,Roma (RM),Lazio,F/9679,2489000998,"Largo Nella Mortara, 8, 00168 Roma, Italia"
Farmacia Frattura Farma Acquisition S.r.l.,"Via Cipro, 42/44",136,Roma,Roma (RM),Lazio,F/9732,2489000998,"Via Cipro, 42/44, 00136 Roma, Italia"
Farmacia Marchese,"Via Fiuminata, 6/a",156,Roma,Roma (RM),Lazio,F/9287,14566011004,"Via Fiuminata, 6/a, 00156 Roma, Italia"
COMUNALE CASTEL FUSANO INFERNETTO,"Via Torcegno, 45",122,Roma,Roma (RM),Lazio,F/10003,5903241007,"Via Torcegno, 45, 00122 Roma, Italia"
FARMACAP - COMUNALE MONTECUCCO,"Piazza G. Mosca, 13",148,Roma,Roma (RM),Lazio,F/10146,5903241007,"Piazza G. Mosca, 13, 00148 Roma, Italia"
COMUNALE CASALOTTI II,"Via Casalotti, 140/146",166,Roma,Roma (RM),Lazio,F/10346,5903241007,"Via Casalotti, 140/146, 00166 Roma, Italia"
COMUNALE PALMAROLA,"Via Casal del Marmo, 368-370",135,Roma,Roma (RM),Lazio,F/10485,5903241007,"Via Casal del Marmo, 368-370, 00135 Roma, Italia"
Com.le Farmacap Bruno Pelizzi,"Viale Ronaldo Vignali, 66",173,Roma,Roma (RM),Lazio,F/16477,5903241007,"Viale Ronaldo Vignali, 66, 00173 Roma, Italia"
COM.LE FARMACAP PIETRO BEMBO,"Via di Torrevecchia, 555-557",168,Roma,Roma (RM),Lazio,F/17224,5903241007,"Via di Torrevecchia, 555-557, 00168 Roma, Italia"
COMUNALE FARMACAP NUOVO DRAGONCELLO,"Via Ottone Fattiboni, 206",126,Roma,Roma (RM),Lazio,F/17252,5903241007,"Via Ottone Fattiboni, 206, 00126 Roma, Italia"
Comunale Farmacap Borgata Fidene,"Viale G. Cervi, 14/30",139,Roma,Roma (RM),Lazio,F/17253,5903241007,"Viale G. Cervi, 14/30, 00139 Roma, Italia"
COMUNALE FARMACAP DIVISIONE TORINO,"Via Marino Ghetaldi, 24",143,Roma,Roma (RM),Lazio,F/17257,5903241007,"Via Marino Ghetaldi, 24, 00143 Roma, Italia"
COMUNALE FARMACAP GASPERINA DR. NATALE ZADINI,"Via Gasperina, 232/236",173,Roma,Roma (RM),Lazio,F/17258,5903241007,"Via Gasperina, 232/236, 00173 Roma, Italia"
COMUNALE FARMACAP MARIO FANI,"Viale Cortina D'Ampezzo, 317",135,Roma,Roma (RM),Lazio,F/17260,5903241007,"Viale Cortina D'Ampezzo, 317, 00135 Roma, Italia"
FARMACAP - COMUNALE PRATO FIORITO - PONTE DI NONA,"Via Andria, 78/80",132,Roma,Roma (RM),Lazio,F/17262,5903241007,"Via Andria, 78/80, 00132 Roma, Italia"
COMUNALE FARMACAP LA CINQUINA,"Via di Tor San Giovanni, 167-169",139,Roma,Roma (RM),Lazio,F/17269,5903241007,"Via di Tor San Giovanni, 167-169, 00139 Roma, Italia"
COMUNALE BORGHESIANA III,"Via Petralia Sottana, 55-57",132,Roma,Roma (RM),Lazio,F/17314,5903241007,"Via Petralia Sottana, 55-57, 00132 Roma, Italia"
FARMACAP - COM.LE ANNUNZIATELLA II,"Via Giacomo Caneva, 15/17",142,Roma,Roma (RM),Lazio,F/17322,5903241007,"Via Giacomo Caneva, 15/17, 00142 Roma, Italia"
COMUNALE FARMACAP DELLE ANTILLE,"Via delle Canarie, 40-42-44 Ang. Via Baleari, 74",121,Roma,Roma (RM),Lazio,F/17354,5903241007,"Via delle Canarie, 40-42-44 Ang. Via Baleari, 74, 00121 Roma, Italia"
FARMACAP - COM.LE PRIMAVERA,"Largo della Primavera, 16/C",171,Roma,Roma (RM),Lazio,F/18115,5903241007,"Largo della Primavera, 16/C, 00171 Roma, Italia"
DISPENSARIO FARMACAP GREGNA S. ANDREA,"Via M.Migliarini, 49",173,Roma,Roma (RM),Lazio,F/18143,5903241007,"Via M.Migliarini, 49, 00173 Roma, Italia"
FARMACAP MESSI D'ORO,via Galbani 69/71,156,Roma,Roma (RM),Lazio,F/18148,5903241007,"via Galbani 69/71, 00156 Roma, Italia"
Farmacap - Com.le Santa Maura,"Via Pietro Marchisio, 91-97",173,Roma,Roma (RM),Lazio,F/18173,5903241007,"Via Pietro Marchisio, 91-97, 00173 Roma, Italia"
Farmacap - Comunale Forte Tiburtino,"Via Diego Angeli, 59",159,Roma,Roma (RM),Lazio,F/18357,5903241007,"Via Diego Angeli, 59, 00159 Roma, Italia"
FARMACAP - COM.LE SELVA CANDIDA II,"Via Selva Candida, 12",166,Roma,Roma (RM),Lazio,F/18477,5903241007,"Via Selva Candida, 12, 00166 Roma, Italia"
FARMACAP - COM.LE CASTEL PORZIANO,"Via Giuseppe Antonio Borgese, 5",124,Roma,Roma (RM),Lazio,F/18870,5903241007,"Via Giuseppe Antonio Borgese, 5, 00124 Roma, Italia"
FARMACAP - COM.LE CAMOCELLI,"Via Casilina, 2023-2025",132,Roma,Roma (RM),Lazio,F/18985,5903241007,"Via Casilina, 2023-2025, 00132 Roma, Italia"
FARMACAP - FARMACIA COMUNALE ENNIO FLAIANO,"Via Passo del Turchino, 8/10/12",139,Roma,Roma (RM),Lazio,F/21120,5903241007,"Via Passo del Turchino, 8/10/12, 00139 Roma, Italia"
LAFARMACIA.SENECA S.R.L.,"Piazza Carlo Mazzaresi, 41",136,Roma,Roma (RM),Lazio,F/9771,17806411009,"Piazza Carlo Mazzaresi, 41, 00136 Roma, Italia"
MALAGA,"Viale dell'Oceano Pacifico, 83",144,Roma,Roma (RM),Lazio,F/21289,5903241007,"Viale dell'Oceano Pacifico, 83, 00144 Roma, Italia"
COMUNALE PONTE VITTORIO,"Piazza Pasquale Paoli, 6",186,Roma,Roma (RM),Lazio,F/9154,5903241007,"Piazza Pasquale Paoli, 6, 00186 Roma, Italia"
COMUNALE CASTEL GIUBILEO,"Via Montappone, 46",138,Roma,Roma (RM),Lazio,F/9319,5903241007,"Via Montappone, 46, 00138 Roma, Italia"
COMUNALE N.2 CECCHINA,"Via Gaspara Stampa, 71/73",137,Roma,Roma (RM),Lazio,F/9325,5903241007,"Via Gaspara Stampa, 71/73, 00137 Roma, Italia"
COMUNALE VIGNE NUOVE - TUFELLO,"Via Dina Galli, 7",139,Roma,Roma (RM),Lazio,F/9354,5903241007,"Via Dina Galli, 7, 00139 Roma, Italia"
COMUNALE M.TE RESEGONE-VAL MELAINA,"Via C. Baseggio, 112-120",139,Roma,Roma (RM),Lazio,F/9355,5903241007,"Via C. Baseggio, 112-120, 00139 Roma, Italia"
FARMACAP - COMUNALE DELLE PALME,"Via delle Palme, 195 a",171,Roma,Roma (RM),Lazio,F/9440,5903241007,"Via delle Palme, 195 a, 00171 Roma, Italia"
FARMACAP - COMUNALE FERONIA,"Via del Peperino, 38",158,Roma,Roma (RM),Lazio,F/9445,5903241007,"Via del Peperino, 38, 00158 Roma, Italia"
FARMACAP - COMUNALE ERMANNO WOLF FERRARI,"Via Ermanno Wolf Ferrari, 242 E/F",124,Roma,Roma (RM),Lazio,F/9460,5903241007,"Via Ermanno Wolf Ferrari, 242 E/F, 00124 Roma, Italia"
COMUNALE RUCCELAI - TOR SAPIENZA,"Via G. Morandi, 163",155,Roma,Roma (RM),Lazio,F/9463,5903241007,"Via G. Morandi, 163, 00155 Roma, Italia"
COMUNALE GOTTIFREDI - COLLI ANIENE,"Via Edoardo D'Onofrio, 70",155,Roma,Roma (RM),Lazio,F/9478,5903241007,"Via Edoardo D'Onofrio, 70, 00155 Roma, Italia"
COMUNALE BUTTARELLI TOR TRETESTE,"Via Lepetit, 207/209",155,Roma,Roma (RM),Lazio,F/9479,5903241007,"Via Lepetit, 207/209, 00155 Roma, Italia"
COMUNALE COLLE PRENESTINO,"Via Prenestina, 1206 A/B",155,Roma,Roma (RM),Lazio,F/9594,5903241007,"Via Prenestina, 1206 A/B, 00155 Roma, Italia"
COMUNALE ARICCIA - COLLI ALBANI,"Via Sermoneta, 10",177,Roma,Roma (RM),Lazio,F/9603,5903241007,"Via Sermoneta, 10, 00177 Roma, Italia"
COMUNALE GREGNA S. ANDREA,"Via San Giorgio Morgeto, 169-173",173,Roma,Roma (RM),Lazio,F/9710,5903241007,"Via San Giorgio Morgeto, 169-173, 00173 Roma, Italia"
COMUNALE CASILINO 23,"Via Ferraironi, 25",172,Roma,Roma (RM),Lazio,F/9711,5903241007,"Via Ferraironi, 25, 00172 Roma, Italia"
COMUNALE TOR BELLA MONACA,"Via Castano, 23/25",133,Roma,Roma (RM),Lazio,F/9717,5903241007,"Via Castano, 23/25, 00133 Roma, Italia"
COMUNALE QUADRARO - CINECITTA' EST,"V.le A. Ciamarra, 66/68",173,Roma,Roma (RM),Lazio,F/9722,5903241007,"V.le A. Ciamarra, 66/68, 00173 Roma, Italia"
COMUNALE TORRACCIO TORRENOVA,"Via del Torraccio di Torrenova ,93",133,Roma,Roma (RM),Lazio,F/9731,5903241007,"Via del Torraccio di Torrenova ,93, 00133 Roma, Italia"
COMUNALE POGGIO VERDE - CORVIALE,"Via dei Sampieri, 6 - Complesso IACP",148,Roma,Roma (RM),Lazio,F/9823,5903241007,"Via dei Sampieri, 6 - Complesso IACP, 00148 Roma, Italia"
COMUNALE LAURENTINO,Via Ignazio Silone - II Ponte IACP,143,Roma,Roma (RM),Lazio,F/9885,5903241007,"Via Ignazio Silone - II Ponte IACP, 00143 Roma, Italia"
Comunale Fonte Ostiense Ferratella,"Viale Cesare Pavese, 310",144,Roma,Roma (RM),Lazio,F/9886,5903241007,"Viale Cesare Pavese, 310, 00144 Roma, Italia"
FARMACAP - COMUNALE DRAGONCELLO,"Via Carlo Casini, 165",126,Roma,Roma (RM),Lazio,F/9983,5903241007,"Via Carlo Casini, 165, 00126 Roma, Italia"
FABBRI DARIA,"Via Salaria, 1434",138,Roma,Roma (RM),Lazio,F/9144,8865321007,"Via Salaria, 1434, 00138 Roma, Italia"
Farmacia Sociale Corcolle s.r.l.,"Via Fermignano, 96-98",132,Roma,Roma (RM),Lazio,F/20887,17943971006,"Via Fermignano, 96-98, 00132 Roma, Italia"
FARMACIA LAZZARO S.R.L.,"Borgo PIO, 44/A",193,Roma,Roma (RM),Lazio,F/9698,17877211007,"Borgo PIO, 44/A, 00193 Roma, Italia"
SANTA MARIA DELLA SCALA,"Piazza della Scala, 23",153,Roma,Roma (RM),Lazio,F/9214,17533461004,"Piazza della Scala, 23, 00153 Roma, Italia"
ANTICA FARMACIA SAN GIOVANNI SRL,"Via Appia Nuova, 93-93A",183,Roma,Roma (RM),Lazio,F/9439,17533461004,"Via Appia Nuova, 93-93A, 00183 Roma, Italia"
CEF LA FARMACIA ITALIANA - ROMA S.R.L.,"Via Via Torrevecchia, 851 ang. Via Tommaso Bernetti 1",168,Roma,Roma (RM),Lazio,F/9758,17533461004,"Via Via Torrevecchia, 851 ang. Via Tommaso Bernetti 1, 00168 Roma, Italia"
Farmacia Verderocca srl,"Via Del Forte Tiburtino, 162",159,Roma,Roma (RM),Lazio,F/9327,16960681001,"Via Del Forte Tiburtino, 162, 00159 Roma, Italia"
Neo Farma 26 S.r.l.,"Via Viale Guglielmo Marconi, 316 - 318",146,Roma,Roma (RM),Lazio,F/9641,12421250965,"Via Viale Guglielmo Marconi, 316 - 318, 00146 Roma, Italia"
FARMACIA ESPOSITO SRL,"Via DI TRIGORIA, 96D",128,Roma,Roma (RM),Lazio,F/9482,16906321001,"Via DI TRIGORIA, 96D, 00128 Roma, Italia"
FARMACIA SAN GIULIO SNC DI GIOVANNA STRAMPELLI E SERENA GUALTIERI,"Via DEL CASALE DI SAN BASILIO, 130/A",156,Roma,Roma (RM),Lazio,F/20707,15496461003,"Via DEL CASALE DI SAN BASILIO, 130/A, 00156 Roma, Italia"
Farmacia Appia Crivelli S.a.s. del Dott. Pupo Giuseppe & C.,"Via Mario Menghini, 11 / 17",179,Roma,Roma (RM),Lazio,F/9498,4541741007,"Via Mario Menghini, 11 / 17, 00179 Roma, Italia"
FARMACIA TRAVERSA SAS,"Via Monte Sirino, 10",139,Roma,Roma (RM),Lazio,F/9159,17837771009,"Via Monte Sirino, 10, 00139 Roma, Italia"
Farmacia Felia Roma Vittorio Emanuele,"Piazza Vittorio Emanuele II, 116-118",185,Roma,Roma (RM),Lazio,F/9220,1720570538,"Piazza Vittorio Emanuele II, 116-118, 00185 Roma, Italia"
Farmacia Felia Roma Marmorata,"Via Marmorata, 133-135",153,Roma,Roma (RM),Lazio,F/9225,1720570538,"Via Marmorata, 133-135, 00153 Roma, Italia"
Farmacia Barcellona S.R.L.,"Via degli Albatri, 10",169,Roma,Roma (RM),Lazio,F/9339,17236251009,"Via degli Albatri, 10, 00169 Roma, Italia"
